cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
44898	300	noff	53	0	8	na
44958	60	non	35	100	8	na
45198	240	noff	35	0	8	na
45198	0	non	51	100	8	na
45318	120	noff	51	0	8	na
45438	120	non	35	100	8	na
45558	120	noff	35	0	8	na
45558	0	non	51	100	8	na
45798	240	noff	51	0	8	na
45918	120	non	37	100	8	na
46158	240	noff	37	0	8	na
46158	0	non	53	100	8	na
46278	120	noff	53	0	8	na
46398	120	non	37	100	8	na
46518	120	noff	37	0	8	na
46518	0	non	53	100	8	na
46758	240	noff	53	0	8	na
46878	120	non	34	100	8	na
47118	240	noff	34	0	8	na
47118	0	non	51	100	8	na
47238	120	noff	51	0	8	na
47358	120	non	34	100	8	na
47478	120	noff	34	0	8	na
47478	0	non	51	100	8	na
47718	240	noff	51	0	8	na
47838	120	non	34	100	8	na
48078	240	noff	34	0	8	na
48078	0	non	51	100	8	na
48198	120	noff	51	0	8	na
48318	120	non	34	100	8	na
48438	120	noff	34	0	8	na
48438	0	non	51	100	8	na
48678	240	noff	51	0	8	na
48798	120	non	39	100	8	na
49038	240	noff	39	0	8	na
49038	0	non	54	100	8	na
49158	120	noff	54	0	8	na
49278	120	non	39	100	8	na
49398	120	noff	39	0	8	na
49398	0	non	54	100	8	na
49638	240	noff	54	0	8	na
49758	120	non	37	100	8	na
49998	240	noff	37	0	8	na
49998	0	non	53	100	8	na
50118	120	noff	53	0	8	na
50238	120	non	37	100	8	na
50358	120	noff	37	0	8	na
50358	0	non	54	100	8	na
50658	300	noff	54	0	8	na
50718	60	non	39	100	8	na
50958	240	noff	39	0	8	na
50958	0	non	54	100	8	na
51078	120	noff	54	0	8	na
51198	120	non	39	100	8	na
51318	120	noff	39	0	8	na
51318	0	non	54	100	8	na
51558	240	noff	54	0	8	na
51678	120	non	37	100	8	na
51918	240	noff	37	0	8	na
51918	0	non	53	100	8	na
52038	120	noff	53	0	8	na
52158	120	non	37	100	8	na
52278	120	noff	37	0	8	na
52278	0	non	53	100	8	na
52578	300	noff	53	0	8	na
52638	60	non	35	100	8	na
52878	240	noff	35	0	8	na
52878	0	non	51	100	8	na
52998	120	noff	51	0	8	na
53118	120	non	35	100	8	na
53238	120	noff	35	0	8	na
53238	0	non	51	100	8	na
53478	240	noff	51	0	8	na
53598	120	non	37	100	8	na
53838	240	noff	37	0	8	na
53838	0	non	53	100	8	na
53958	120	noff	53	0	8	na
54078	120	non	37	100	8	na
54198	120	noff	37	0	8	na
54198	0	non	53	100	8	na
54438	240	noff	53	0	8	na
54558	120	non	35	100	8	na
54798	240	noff	35	0	8	na
54798	0	non	51	100	8	na
54918	120	noff	51	0	8	na
55038	120	non	35	100	8	na
55158	120	noff	35	0	8	na
55158	0	non	51	100	8	na
55398	240	noff	51	0	8	na
55518	120	non	35	100	8	na
55758	240	noff	35	0	8	na
55758	0	non	51	100	8	na
55878	120	noff	51	0	8	na
55998	120	non	35	100	8	na
56118	120	noff	35	0	8	na
56118	0	non	51	100	8	na
56358	240	noff	51	0	8	na
56478	120	non	39	100	8	na
56718	240	non	54	100	8	na
56778	60	noff	39	0	8	na
56838	60	noff	54	0	8	na
56958	120	non	39	100	8	na
57078	120	noff	39	0	8	na
57078	0	non	51	100	8	na
57318	240	noff	51	0	8	na
57438	120	non	37	100	8	na
57678	240	noff	37	0	8	na
57678	0	non	53	100	8	na
57798	120	noff	53	0	8	na
57918	120	non	39	100	8	na
58038	120	noff	39	0	8	na
58038	0	non	54	100	8	na
58278	240	noff	54	0	8	na
58398	120	non	39	100	8	na
58638	240	noff	39	0	8	na
58638	0	non	54	100	8	na
58758	120	noff	54	0	8	na
58878	120	non	39	100	8	na
58998	120	noff	39	0	8	na
58998	0	non	54	100	8	na
59238	240	noff	54	0	8	na
59358	120	non	37	100	8	na
59598	240	noff	37	0	8	na
59598	0	non	53	100	8	na
59718	120	noff	53	0	8	na
59838	120	non	37	100	8	na
59958	120	noff	37	0	8	na
59958	0	non	53	100	8	na
60258	300	noff	53	0	8	na
60318	60	non	35	100	8	na
60558	240	noff	35	0	8	na
60558	0	non	51	100	8	na
60678	120	noff	51	0	8	na
60798	120	non	35	100	8	na
60918	120	noff	35	0	8	na
60918	0	non	51	100	8	na
61158	240	noff	51	0	8	na
61278	120	non	37	100	8	na
61518	240	noff	37	0	8	na
61518	0	non	53	100	8	na
61638	120	noff	53	0	8	na
61758	120	non	37	100	8	na
61878	120	noff	37	0	8	na
61878	0	non	53	100	8	na
62118	240	noff	53	0	8	na
62238	120	non	34	100	8	na
62478	240	noff	34	0	8	na
62478	0	non	51	100	8	na
62598	120	noff	51	0	8	na
62718	120	non	34	100	8	na
62838	120	noff	34	0	8	na
62838	0	non	51	100	8	na
63078	240	noff	51	0	8	na
63198	120	non	34	100	8	na
63438	240	noff	34	0	8	na
63438	0	non	51	100	8	na
63558	120	noff	51	0	8	na
63678	120	non	34	100	8	na
63798	120	noff	34	0	8	na
63798	0	non	51	100	8	na
64038	240	noff	51	0	8	na
64158	120	non	35	100	8	na
64638	480	noff	35	0	8	na
65118	480	non	35	100	8	na
65598	480	noff	35	0	8	na
66078	480	non	30	100	8	na
66318	240	noff	30	0	8	na
66318	0	non	35	100	8	na
66558	240	noff	35	0	8	na
66558	0	non	39	100	8	na
66798	240	noff	39	0	8	na
66798	0	non	42	100	8	na
67038	240	noff	42	0	8	na
67038	0	non	41	100	8	na
67278	240	noff	41	0	8	na
67278	0	non	39	100	8	na
67518	240	noff	39	0	8	na
67518	0	non	37	100	8	na
67758	240	noff	37	0	8	na
67998	240	non	39	100	8	na
68478	480	noff	39	0	8	na
68958	480	non	39	100	8	na
69438	480	noff	39	0	8	na
69918	480	non	34	100	8	na
70158	240	noff	34	0	8	na
70158	0	non	42	100	8	na
70278	120	noff	42	0	8	na
70398	120	non	34	100	8	na
70638	240	noff	34	0	8	na
70638	0	non	46	100	8	na
70758	120	noff	46	0	8	na
70878	120	non	32	100	8	na
71118	240	noff	32	0	8	na
71118	0	non	44	100	8	na
71238	120	noff	44	0	8	na
71358	120	non	34	100	8	na
71598	240	noff	34	0	8	na
71598	0	non	41	100	8	na
71718	120	noff	41	0	8	na
71838	120	non	38	100	8	na
72318	480	noff	38	0	8	na
72798	480	non	38	100	8	na
73278	480	noff	38	0	8	na
73758	480	non	33	100	8	na
73998	240	noff	33	0	8	na
73998	0	non	38	100	8	na
74238	240	noff	38	0	8	na
74238	0	non	50	100	8	na
74478	240	noff	50	0	8	na
74478	0	non	54	100	8	na
74718	240	noff	54	0	8	na
74718	0	non	50	100	8	na
74958	240	noff	50	0	8	na
74958	0	non	54	100	8	na
75198	240	noff	54	0	8	na
75198	0	non	50	100	8	na
75438	240	noff	50	0	8	na
75678	240	non	37	100	8	na
76158	480	noff	37	0	8	na
76638	480	non	37	100	8	na
77118	480	noff	37	0	8	na
77598	480	non	37	100	8	na
77838	240	noff	37	0	8	na
77838	0	non	45	100	8	na
77958	120	noff	45	0	8	na
78078	120	non	45	100	8	na
78198	120	noff	45	0	8	na
78318	120	non	45	100	8	na
78438	120	noff	45	0	8	na
78558	120	non	42	100	8	na
78798	240	noff	42	0	8	na
78798	0	non	45	100	8	na
78918	120	noff	45	0	8	na
79038	120	non	42	100	8	na
79278	240	noff	42	0	8	na
79278	0	non	49	100	8	na
79398	120	noff	49	0	8	na
79398	0	non	45	100	8	na
79518	120	noff	45	0	8	na
79758	240	non	50	100	8	na
79758	0	non	45	100	8	na
79878	120	noff	50	0	8	na
79878	0	noff	45	0	8	na
79998	120	non	54	100	8	na
79998	0	non	50	100	8	na
80118	120	noff	54	0	8	na
80118	0	noff	50	0	8	na
80238	120	non	50	100	8	na
80238	0	non	45	100	8	na
80358	120	noff	50	0	8	na
80358	0	noff	45	0	8	na
80718	360	non	50	100	8	na
80718	0	non	45	100	8	na
80838	120	noff	50	0	8	na
80838	0	noff	45	0	8	na
80958	120	non	54	100	8	na
80958	0	non	50	100	8	na
81078	120	noff	54	0	8	na
81078	0	noff	50	0	8	na
81198	120	non	50	100	8	na
81198	0	non	45	100	8	na
81318	120	noff	50	0	8	na
81318	0	noff	45	0	8	na
81678	360	non	52	100	8	na
81678	0	non	47	100	8	na
81798	120	noff	52	0	8	na
81798	0	noff	47	0	8	na
81918	120	non	61	100	8	na
81918	0	non	57	100	8	na
82038	120	noff	61	0	8	na
82038	0	noff	57	0	8	na
82158	120	non	59	100	8	na
82158	0	non	52	100	8	na
82278	120	noff	59	0	8	na
82278	0	noff	52	0	8	na
82398	120	non	56	100	8	na
82398	0	non	49	100	8	na
83298	900	noff	56	0	8	na
83298	0	noff	49	0	8	na
83598	300	non	57	100	8	na
83598	0	non	54	100	8	na
83718	120	noff	57	0	8	na
83718	0	noff	54	0	8	na
83838	120	non	61	100	8	na
83838	0	non	57	100	8	na
83958	120	noff	61	0	8	na
83958	0	noff	57	0	8	na
84078	120	non	57	100	8	na
84078	0	non	54	100	8	na
84198	120	noff	57	0	8	na
84198	0	noff	54	0	8	na
84558	360	non	56	100	8	na
84558	0	non	52	100	8	na
84678	120	noff	56	0	8	na
84678	0	noff	52	0	8	na
84798	120	non	57	100	8	na
84798	0	non	54	100	8	na
84918	120	noff	57	0	8	na
84918	0	noff	54	0	8	na
84918	0	non	56	100	8	na
84918	0	non	53	100	8	na
85038	120	noff	56	0	8	na
85038	0	noff	53	0	8	na
85038	0	non	56	100	8	na
85038	0	non	53	100	8	na
85278	240	noff	56	0	8	na
85278	0	noff	53	0	8	na
85398	120	non	54	100	8	na
85398	0	non	49	100	8	na
85518	120	noff	54	0	8	na
85518	0	noff	49	0	8	na
85518	0	non	57	100	8	na
85518	0	non	54	100	8	na
85638	120	noff	57	0	8	na
85638	0	noff	54	0	8	na
85758	120	non	61	100	8	na
85758	0	non	57	100	8	na
85878	120	noff	61	0	8	na
85878	0	noff	57	0	8	na
85998	120	non	54	100	8	na
85998	0	non	49	100	8	na
86118	120	noff	54	0	8	na
86118	0	noff	49	0	8	na
86358	240	non	52	100	8	na
86358	0	non	45	100	8	na
86478	120	noff	52	0	8	na
86478	0	noff	45	0	8	na
86478	0	non	54	100	8	na
86478	0	non	49	100	8	na
86598	120	noff	54	0	8	na
86598	0	noff	49	0	8	na
86718	120	non	56	100	8	na
86838	120	noff	56	0	8	na
86838	0	non	52	100	8	na
86958	120	noff	52	0	8	na
86958	0	non	49	100	8	na
87078	120	noff	49	0	8	na
87078	0	non	52	100	8	na
87078	0	non	61	100	8	na
87198	120	noff	52	0	8	na
87198	0	noff	61	0	8	na
87438	240	non	54	100	8	na
87438	0	non	50	100	8	na
87558	120	noff	54	0	8	na
87558	0	noff	50	0	8	na
87678	120	non	57	100	8	na
87678	0	non	54	100	8	na
87798	120	noff	57	0	8	na
87798	0	noff	54	0	8	na
87918	120	non	54	100	8	na
87918	0	non	50	100	8	na
88038	120	noff	54	0	8	na
88038	0	noff	50	0	8	na
88158	120	non	44	100	8	na
88158	0	non	49	100	8	na
88518	360	noff	44	0	8	na
88518	0	noff	49	0	8	na
88518	0	non	56	100	8	na
88518	0	non	52	100	8	na
88638	120	noff	56	0	8	na
88638	0	noff	52	0	8	na
88758	120	non	57	100	8	na
88758	0	non	54	100	8	na
88878	120	noff	57	0	8	na
88878	0	noff	54	0	8	na
88878	0	non	59	100	8	na
88878	0	non	56	100	8	na
88998	120	noff	59	0	8	na
88998	0	noff	56	0	8	na
88998	0	non	57	100	8	na
88998	0	non	53	100	8	na
89118	120	noff	57	0	8	na
89118	0	noff	53	0	8	na
89118	0	non	49	100	8	na
89238	120	noff	49	0	8	na
89238	0	non	54	100	8	na
89358	120	noff	54	0	8	na
89358	0	non	57	100	8	na
89478	120	noff	57	0	8	na
89598	120	non	49	100	8	na
89718	120	noff	49	0	8	na
89718	0	non	54	100	8	na
89838	120	noff	54	0	8	na
89838	0	non	57	100	8	na
89958	120	noff	57	0	8	na
90078	120	non	49	100	8	na
90198	120	noff	49	0	8	na
90198	0	non	54	100	8	na
90318	120	noff	54	0	8	na
90318	0	non	59	100	8	na
90438	120	noff	59	0	8	na
90558	120	non	59	100	8	na
90558	0	non	56	100	8	na
90678	120	noff	59	0	8	na
90678	0	noff	56	0	8	na
90678	0	non	64	100	8	na
90678	0	non	59	100	8	na
90798	120	noff	64	0	8	na
90798	0	noff	59	0	8	na
90798	0	non	59	100	8	na
90798	0	non	56	100	8	na
90918	120	noff	59	0	8	na
90918	0	noff	56	0	8	na
91038	120	non	54	100	8	na
91158	120	noff	54	0	8	na
91278	120	non	62	100	8	na
91518	240	noff	62	0	8	na
91518	0	non	54	100	8	na
91638	120	noff	54	0	8	na
91638	0	non	62	100	8	na
91758	120	noff	62	0	8	na
91758	0	non	57	100	8	na
91878	120	noff	57	0	8	na
91878	0	non	54	100	8	na
91998	120	noff	54	0	8	na
91998	0	non	56	100	8	na
92118	120	noff	56	0	8	na
92118	0	non	54	100	8	na
92238	120	noff	54	0	8	na
92238	0	non	53	100	8	na
92358	120	noff	53	0	8	na
92358	0	non	49	100	8	na
92478	120	noff	49	0	8	na
92478	0	non	53	100	8	na
92598	120	noff	53	0	8	na
92598	0	non	49	100	8	na
92718	120	noff	49	0	8	na
92718	0	non	53	100	8	na
92838	120	noff	53	0	8	na
92958	120	non	54	100	8	na
93078	120	noff	54	0	8	na
93078	0	non	49	100	8	na
93198	120	noff	49	0	8	na
93198	0	non	57	100	8	na
93318	120	noff	57	0	8	na
93558	240	non	49	100	8	na
93678	120	noff	49	0	8	na
93678	0	non	57	100	8	na
93798	120	noff	57	0	8	na
93918	120	non	54	100	8	na
94038	120	noff	54	0	8	na
94158	120	non	49	100	8	na
94278	120	noff	49	0	8	na
94278	0	non	57	100	8	na
94398	120	noff	57	0	8	na
94398	0	non	56	100	8	na
94518	120	noff	56	0	8	na
94518	0	non	52	100	8	na
94638	120	noff	52	0	8	na
94638	0	non	49	100	8	na
94758	120	noff	49	0	8	na
94758	0	non	45	100	8	na
94878	120	noff	45	0	8	na
95118	240	non	50	100	8	na
95118	0	non	45	100	8	na
95238	120	noff	50	0	8	na
95238	0	noff	45	0	8	na
95358	120	non	54	100	8	na
95358	0	non	50	100	8	na
95478	120	noff	54	0	8	na
95478	0	noff	50	0	8	na
95598	120	non	50	100	8	na
95598	0	non	45	100	8	na
95718	120	noff	50	0	8	na
95718	0	noff	45	0	8	na
96078	360	non	50	100	8	na
96078	0	non	45	100	8	na
96198	120	noff	50	0	8	na
96198	0	noff	45	0	8	na
96318	120	non	54	100	8	na
96318	0	non	50	100	8	na
96438	120	noff	54	0	8	na
96438	0	noff	50	0	8	na
96558	120	non	50	100	8	na
96558	0	non	45	100	8	na
96678	120	noff	50	0	8	na
96678	0	noff	45	0	8	na
97038	360	non	52	100	8	na
97038	0	non	47	100	8	na
97158	120	noff	52	0	8	na
97158	0	noff	47	0	8	na
97278	120	non	61	100	8	na
97278	0	non	57	100	8	na
97398	120	noff	61	0	8	na
97398	0	noff	57	0	8	na
97518	120	non	59	100	8	na
97518	0	non	52	100	8	na
97638	120	noff	59	0	8	na
97638	0	noff	52	0	8	na
97758	120	non	56	100	8	na
97758	0	non	49	100	8	na
98658	900	noff	56	0	8	na
98658	0	noff	49	0	8	na
98958	300	non	57	100	8	na
98958	0	non	54	100	8	na
99078	120	noff	57	0	8	na
99078	0	noff	54	0	8	na
99198	120	non	61	100	8	na
99198	0	non	57	100	8	na
99318	120	noff	61	0	8	na
99318	0	noff	57	0	8	na
99438	120	non	57	100	8	na
99438	0	non	54	100	8	na
99558	120	noff	57	0	8	na
99558	0	noff	54	0	8	na
99918	360	non	56	100	8	na
99918	0	non	52	100	8	na
100038	120	noff	56	0	8	na
100038	0	noff	52	0	8	na
100158	120	non	57	100	8	na
100158	0	non	54	100	8	na
100278	120	noff	57	0	8	na
100278	0	noff	54	0	8	na
100278	0	non	56	100	8	na
100278	0	non	53	100	8	na
100398	120	noff	56	0	8	na
100398	0	noff	53	0	8	na
100398	0	non	56	100	8	na
100398	0	non	53	100	8	na
100638	240	noff	56	0	8	na
100638	0	noff	53	0	8	na
100758	120	non	54	100	8	na
100758	0	non	49	100	8	na
100878	120	noff	54	0	8	na
100878	0	noff	49	0	8	na
100878	0	non	57	100	8	na
100878	0	non	54	100	8	na
100998	120	noff	57	0	8	na
100998	0	noff	54	0	8	na
101118	120	non	61	100	8	na
101118	0	non	57	100	8	na
101238	120	noff	61	0	8	na
101238	0	noff	57	0	8	na
101358	120	non	54	100	8	na
101358	0	non	49	100	8	na
101478	120	noff	54	0	8	na
101478	0	noff	49	0	8	na
101718	240	non	52	100	8	na
101718	0	non	45	100	8	na
101838	120	noff	52	0	8	na
101838	0	noff	45	0	8	na
101838	0	non	54	100	8	na
101838	0	non	49	100	8	na
101958	120	noff	54	0	8	na
101958	0	noff	49	0	8	na
102078	120	non	56	100	8	na
102198	120	noff	56	0	8	na
102198	0	non	52	100	8	na
102318	120	noff	52	0	8	na
102318	0	non	49	100	8	na
102438	120	noff	49	0	8	na
102438	0	non	52	100	8	na
102438	0	non	61	100	8	na
102558	120	noff	52	0	8	na
102558	0	noff	61	0	8	na
102798	240	non	54	100	8	na
102798	0	non	50	100	8	na
102918	120	noff	54	0	8	na
102918	0	noff	50	0	8	na
103038	120	non	57	100	8	na
103038	0	non	54	100	8	na
103158	120	noff	57	0	8	na
103158	0	noff	54	0	8	na
103278	120	non	54	100	8	na
103278	0	non	50	100	8	na
103398	120	noff	54	0	8	na
103398	0	noff	50	0	8	na
103518	120	non	44	100	8	na
103518	0	non	49	100	8	na
103878	360	noff	44	0	8	na
103878	0	noff	49	0	8	na
103878	0	non	56	100	8	na
103878	0	non	52	100	8	na
103998	120	noff	56	0	8	na
103998	0	noff	52	0	8	na
104118	120	non	57	100	8	na
104118	0	non	54	100	8	na
104238	120	noff	57	0	8	na
104238	0	noff	54	0	8	na
104238	0	non	59	100	8	na
104238	0	non	56	100	8	na
104358	120	noff	59	0	8	na
104358	0	noff	56	0	8	na
104358	0	non	57	100	8	na
104358	0	non	53	100	8	na
104478	120	noff	57	0	8	na
104478	0	noff	53	0	8	na
104478	0	non	49	100	8	na
104598	120	noff	49	0	8	na
104598	0	non	54	100	8	na
104718	120	noff	54	0	8	na
104718	0	non	57	100	8	na
104838	120	noff	57	0	8	na
104958	120	non	49	100	8	na
105078	120	noff	49	0	8	na
105078	0	non	54	100	8	na
105198	120	noff	54	0	8	na
105198	0	non	57	100	8	na
105318	120	noff	57	0	8	na
105438	120	non	49	100	8	na
105558	120	noff	49	0	8	na
105558	0	non	54	100	8	na
105678	120	noff	54	0	8	na
105678	0	non	59	100	8	na
105798	120	noff	59	0	8	na
105918	120	non	59	100	8	na
105918	0	non	56	100	8	na
106038	120	noff	59	0	8	na
106038	0	noff	56	0	8	na
106038	0	non	64	100	8	na
106038	0	non	59	100	8	na
106158	120	noff	64	0	8	na
106158	0	noff	59	0	8	na
106158	0	non	59	100	8	na
106158	0	non	56	100	8	na
106278	120	noff	59	0	8	na
106278	0	noff	56	0	8	na
106398	120	non	54	100	8	na
106518	120	noff	54	0	8	na
106638	120	non	62	100	8	na
106878	240	noff	62	0	8	na
106878	0	non	54	100	8	na
106998	120	noff	54	0	8	na
106998	0	non	62	100	8	na
107118	120	noff	62	0	8	na
107118	0	non	57	100	8	na
107238	120	noff	57	0	8	na
107238	0	non	54	100	8	na
107358	120	noff	54	0	8	na
107358	0	non	56	100	8	na
107478	120	noff	56	0	8	na
107478	0	non	54	100	8	na
107598	120	noff	54	0	8	na
107598	0	non	53	100	8	na
107718	120	noff	53	0	8	na
107718	0	non	49	100	8	na
107838	120	noff	49	0	8	na
107838	0	non	53	100	8	na
107958	120	noff	53	0	8	na
107958	0	non	49	100	8	na
108078	120	noff	49	0	8	na
108078	0	non	53	100	8	na
108198	120	noff	53	0	8	na
108318	120	non	54	100	8	na
108438	120	noff	54	0	8	na
108438	0	non	49	100	8	na
108558	120	noff	49	0	8	na
108558	0	non	57	100	8	na
108678	120	noff	57	0	8	na
108918	240	non	49	100	8	na
109038	120	noff	49	0	8	na
109038	0	non	57	100	8	na
109158	120	noff	57	0	8	na
109278	120	non	54	100	8	na
109398	120	noff	54	0	8	na
109518	120	non	49	100	8	na
109638	120	noff	49	0	8	na
109638	0	non	57	100	8	na
109758	120	noff	57	0	8	na
109758	0	non	56	100	8	na
109878	120	noff	56	0	8	na
109878	0	non	52	100	8	na
109998	120	noff	52	0	8	na
109998	0	non	49	100	8	na
110118	120	noff	49	0	8	na
110118	0	non	45	100	8	na
110238	120	noff	45	0	8	na
110238	0	non	38	100	8	na
110898	660	noff	38	0	8	na
110958	60	non	38	100	8	na
111198	240	noff	38	0	8	na
111198	0	non	38	100	8	na
111318	120	noff	38	0	8	na
111318	0	non	40	100	8	na
111438	120	noff	40	0	8	na
111438	0	non	42	100	8	na
111558	120	noff	42	0	8	na
111678	120	non	42	100	8	na
111798	120	noff	42	0	8	na
111798	0	non	37	100	8	na
111918	120	noff	37	0	8	na
111918	0	non	37	100	8	na
112038	120	noff	37	0	8	na
112158	120	non	35	100	8	na
112318	160	noff	35	0	8	na
112318	0	non	40	100	8	na
112478	160	noff	40	0	8	na
112478	0	non	35	100	8	na
112638	160	noff	35	0	8	na
112638	0	non	44	100	8	na
112798	160	noff	44	0	8	na
112798	0	non	35	100	8	na
112958	160	noff	35	0	8	na
112958	0	non	40	100	8	na
113118	160	noff	40	0	8	na
113118	0	non	35	100	8	na
113278	160	noff	35	0	8	na
113278	0	non	40	100	8	na
113438	160	noff	40	0	8	na
113438	0	non	35	100	8	na
113598	160	noff	35	0	8	na
113598	0	non	44	100	8	na
113758	160	noff	44	0	8	na
113758	0	non	35	100	8	na
113918	160	noff	35	0	8	na
113918	0	non	40	100	8	na
114078	160	noff	40	0	8	na
114078	0	non	37	100	8	na
114558	480	noff	37	0	8	na
114558	0	non	37	100	8	na
114678	120	noff	37	0	8	na
114678	0	non	40	100	8	na
114798	120	noff	40	0	8	na
114798	0	non	49	100	8	na
114918	120	noff	49	0	8	na
115038	120	non	37	100	8	na
115278	240	noff	37	0	8	na
115278	0	non	49	100	8	na
115518	240	noff	49	0	8	na
115518	0	non	45	100	8	na
115638	120	noff	45	0	8	na
115638	0	non	44	100	8	na
115878	240	noff	44	0	8	na
115878	0	non	40	100	8	na
115998	120	noff	40	0	8	na
115998	0	non	37	100	8	na
116238	240	noff	37	0	8	na
116238	0	non	45	100	8	na
116358	120	noff	45	0	8	na
116478	120	non	37	100	8	na
116718	240	noff	37	0	8	na
116718	0	non	45	100	8	na
116838	120	noff	45	0	8	na
116958	120	non	37	100	8	na
117078	120	noff	37	0	8	na
117078	0	non	42	100	8	na
117198	120	noff	42	0	8	na
117198	0	non	49	100	8	na
117318	120	noff	49	0	8	na
117318	0	non	45	100	8	na
117438	120	noff	45	0	8	na
117438	0	non	37	100	8	na
117558	120	noff	37	0	8	na
117558	0	non	42	100	8	na
117678	120	noff	42	0	8	na
117678	0	non	49	100	8	na
117798	120	noff	49	0	8	na
117918	120	non	37	100	8	na
117978	60	noff	37	0	8	na
117978	0	non	35	100	8	na
118398	420	noff	35	0	8	na
118638	240	non	35	100	8	na
118758	120	noff	35	0	8	na
118758	0	non	37	100	8	na
118878	120	noff	37	0	8	na
118878	0	non	40	100	8	na
118998	120	noff	40	0	8	na
118998	0	non	37	100	8	na
119118	120	noff	37	0	8	na
119118	0	non	35	100	8	na
119358	240	noff	35	0	8	na
119358	0	non	35	100	8	na
119538	180	noff	35	0	8	na
119598	60	non	35	100	8	na
119778	180	noff	35	0	8	na
119838	60	non	35	100	8	na
120078	240	noff	35	0	8	na
120078	0	non	37	100	8	na
120318	240	noff	37	0	8	na
120318	0	non	40	100	8	na
120558	240	noff	40	0	8	na
120558	0	non	40	100	8	na
120798	240	noff	40	0	8	na
120798	0	non	45	100	8	na
121098	300	noff	45	0	8	na
121158	60	non	40	100	8	na
121518	360	noff	40	0	8	na
121518	0	non	45	100	8	na
121758	240	noff	45	0	8	na
121758	0	non	42	100	8	na
122418	660	noff	42	0	8	na
122478	60	non	42	100	8	na
122658	180	noff	42	0	8	na
122718	60	non	42	100	8	na
123138	420	noff	42	0	8	na
123198	60	non	42	100	8	na
123438	240	noff	42	0	8	na
123438	0	non	45	100	8	na
123678	240	noff	45	0	8	na
123678	0	non	42	100	8	na
124398	720	noff	42	0	8	na
124398	0	non	42	100	8	na
124578	180	noff	42	0	8	na
124638	60	non	42	100	8	na
125118	480	noff	42	0	8	na
125118	0	non	42	100	8	na
125358	240	noff	42	0	8	na
125358	0	non	40	100	8	na
125598	240	noff	40	0	8	na
125598	0	non	38	100	8	na
126258	660	noff	38	0	8	na
126318	60	non	38	100	8	na
126558	240	noff	38	0	8	na
126558	0	non	38	100	8	na
126678	120	noff	38	0	8	na
126678	0	non	40	100	8	na
126798	120	noff	40	0	8	na
126798	0	non	42	100	8	na
126918	120	noff	42	0	8	na
127038	120	non	42	100	8	na
127158	120	noff	42	0	8	na
127158	0	non	37	100	8	na
127278	120	noff	37	0	8	na
127278	0	non	37	100	8	na
127398	120	noff	37	0	8	na
127518	120	non	35	100	8	na
127678	160	noff	35	0	8	na
127678	0	non	40	100	8	na
127838	160	noff	40	0	8	na
127838	0	non	35	100	8	na
127998	160	noff	35	0	8	na
127998	0	non	44	100	8	na
128158	160	noff	44	0	8	na
128158	0	non	35	100	8	na
128318	160	noff	35	0	8	na
128318	0	non	40	100	8	na
128478	160	noff	40	0	8	na
128478	0	non	35	100	8	na
128638	160	noff	35	0	8	na
128638	0	non	40	100	8	na
128798	160	noff	40	0	8	na
128798	0	non	35	100	8	na
128958	160	noff	35	0	8	na
128958	0	non	44	100	8	na
129118	160	noff	44	0	8	na
129118	0	non	35	100	8	na
129278	160	noff	35	0	8	na
129278	0	non	40	100	8	na
129438	160	noff	40	0	8	na
129438	0	non	37	100	8	na
129918	480	noff	37	0	8	na
129918	0	non	37	100	8	na
130038	120	noff	37	0	8	na
130038	0	non	40	100	8	na
130158	120	noff	40	0	8	na
130158	0	non	49	100	8	na
130278	120	noff	49	0	8	na
130398	120	non	37	100	8	na
130638	240	noff	37	0	8	na
130638	0	non	49	100	8	na
130878	240	noff	49	0	8	na
130878	0	non	45	100	8	na
130998	120	noff	45	0	8	na
130998	0	non	44	100	8	na
131238	240	noff	44	0	8	na
131238	0	non	40	100	8	na
131358	120	noff	40	0	8	na
131358	0	non	37	100	8	na
131598	240	noff	37	0	8	na
131598	0	non	45	100	8	na
131718	120	noff	45	0	8	na
131838	120	non	37	100	8	na
132078	240	noff	37	0	8	na
132078	0	non	45	100	8	na
132198	120	noff	45	0	8	na
132318	120	non	37	100	8	na
132438	120	noff	37	0	8	na
132438	0	non	42	100	8	na
132558	120	noff	42	0	8	na
132558	0	non	49	100	8	na
132678	120	noff	49	0	8	na
132678	0	non	45	100	8	na
132798	120	noff	45	0	8	na
132798	0	non	37	100	8	na
132918	120	noff	37	0	8	na
132918	0	non	42	100	8	na
133038	120	noff	42	0	8	na
133038	0	non	49	100	8	na
133158	120	noff	49	0	8	na
133278	120	non	37	100	8	na
133338	60	noff	37	0	8	na
133338	0	non	35	100	8	na
133758	420	noff	35	0	8	na
133998	240	non	35	100	8	na
134118	120	noff	35	0	8	na
134118	0	non	37	100	8	na
134238	120	noff	37	0	8	na
134238	0	non	40	100	8	na
134358	120	noff	40	0	8	na
134358	0	non	37	100	8	na
134478	120	noff	37	0	8	na
134478	0	non	35	100	8	na
134718	240	noff	35	0	8	na
134718	0	non	35	100	8	na
134898	180	noff	35	0	8	na
134958	60	non	35	100	8	na
135138	180	noff	35	0	8	na
135198	60	non	35	100	8	na
