cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
1871	240	noff	65	0	4	na
1871	0	non	66	104	4	na
2111	240	noff	66	0	4	na
2111	0	non	68	108	4	na
2231	120	noff	68	0	4	na
2231	0	non	66	106	4	na
2351	120	noff	66	0	4	na
2471	120	non	66	100	4	na
2591	120	noff	66	0	4	na
2591	0	non	65	97	4	na
2831	240	noff	65	0	4	na
2831	0	non	61	92	4	na
2991	160	noff	61	0	4	na
2991	0	non	58	89	4	na
3065	74	noff	58	0	4	na
3065	0	non	61	93	4	na
3072	7	noff	61	0	4	na
3072	0	non	58	88	4	na
3099	27	noff	58	0	4	na
3099	0	non	58	91	4	na
3106	7	noff	58	0	4	na
3106	0	non	65	87	4	na
3346	240	noff	65	0	4	na
3346	0	non	66	100	4	na
3586	240	noff	66	0	4	na
3586	0	non	73	107	4	na
3593	7	noff	73	0	4	na
3593	0	non	70	96	4	na
3627	34	noff	70	0	4	na
3627	0	non	66	87	4	na
3641	14	noff	66	0	4	na
3641	0	non	68	97	4	na
3708	67	noff	68	0	4	na
3708	0	non	70	105	4	na
3715	7	noff	70	0	4	na
3715	0	non	70	101	4	na
3735	20	noff	70	0	4	na
3735	0	non	75	108	4	na
3975	240	noff	75	0	4	na
3975	0	non	77	109	4	na
3982	7	noff	77	0	4	na
3982	0	non	78	109	4	na
3989	7	noff	78	0	4	na
4003	14	non	77	106	4	na
4083	80	noff	77	0	4	na
4083	0	non	73	94	4	na
4097	14	noff	73	0	4	na
4097	0	non	75	92	4	na
4217	120	noff	75	0	4	na
4337	120	non	75	91	4	na
4577	240	noff	75	0	4	na
4577	0	non	77	100	4	na
4817	240	noff	77	0	4	na
4817	0	non	78	104	4	na
5057	240	noff	78	0	4	na
5057	0	non	80	109	4	na
5177	120	noff	80	0	4	na
5177	0	non	78	106	4	na
5297	120	noff	78	0	4	na
5417	120	non	77	102	4	na
5537	120	noff	77	0	4	na
5537	0	non	73	98	4	na
5777	240	noff	73	0	4	na
5777	0	non	70	92	4	na
6017	240	noff	70	0	4	na
6017	0	non	68	89	4	na
6257	240	noff	68	0	4	na
6257	0	non	70	92	4	na
6317	60	noff	70	0	4	na
6317	0	non	75	96	4	na
6331	14	noff	75	0	4	na
19565	13234	non	61	99	4	na
19685	120	noff	61	0	4	na
19685	0	non	66	105	4	na
19805	120	noff	66	0	4	na
19805	0	non	69	106	4	na
19925	120	noff	69	0	4	na
20045	120	non	73	107	4	na
20165	120	noff	73	0	4	na
20285	120	non	69	102	4	na
20405	120	noff	69	0	4	na
20525	120	non	68	99	4	na
20645	120	noff	68	0	4	na
20765	120	non	69	96	4	na
20885	120	noff	69	0	4	na
21005	120	non	71	102	4	na
21245	240	noff	71	0	4	na
21245	0	non	73	105	4	na
21365	120	noff	73	0	4	na
21365	0	non	76	109	4	na
21485	120	noff	76	0	4	na
21485	0	non	78	107	4	na
22205	720	noff	78	0	4	na
22205	0	non	76	106	4	na
22325	120	noff	76	0	4	na
22445	120	non	71	97	4	na
22805	360	noff	71	0	4	na
22805	0	non	73	100	4	na
23165	360	noff	73	0	4	na
23165	0	non	76	106	4	na
23285	120	noff	76	0	4	na
23405	120	non	78	108	4	na
23645	240	noff	78	0	4	na
23765	120	non	81	109	4	na
24005	240	noff	81	0	4	na
24125	120	non	80	111	4	na
24365	240	noff	80	0	4	na
24365	0	non	73	100	4	na
24485	120	noff	73	0	4	na
24485	0	non	78	98	4	na
24605	120	noff	78	0	4	na
24605	0	non	80	100	4	na
24725	120	noff	80	0	4	na
24725	0	non	81	104	4	na
24905	180	noff	81	0	4	na
25085	180	non	83	106	4	na
25445	360	noff	83	0	4	na
25445	0	non	81	97	4	na
25565	120	noff	81	0	4	na
25685	120	non	80	106	4	na
25985	300	noff	80	0	4	na
25985	0	non	76	89	4	na
26045	60	noff	76	0	4	na
26045	0	non	77	100	4	na
26405	360	noff	77	0	4	na
26405	0	non	73	91	4	na
26525	120	noff	73	0	4	na
26535	10	non	80	96	4	na
26545	10	noff	80	0	4	na
26545	0	non	81	100	4	na
26565	20	noff	81	0	4	na
26565	0	non	81	100	4	na
26955	390	noff	81	0	4	na
27055	100	non	73	98	4	na
27175	120	noff	73	0	4	na
27175	0	non	76	99	4	na
27205	30	noff	76	0	4	na
27205	0	non	78	102	4	na
27275	70	noff	78	0	4	na
27275	0	non	76	95	4	na
27385	110	noff	76	0	4	na
27425	40	non	71	93	4	na
27735	310	noff	71	0	4	na
27735	0	non	73	100	4	na
28095	360	noff	73	0	4	na
28095	0	non	76	104	4	na
28215	120	noff	76	0	4	na
28335	120	non	78	107	4	na
28575	240	noff	78	0	4	na
28695	120	non	81	109	4	na
28935	240	noff	81	0	4	na
29055	120	non	80	109	4	na
29175	120	noff	80	0	4	na
29295	120	non	78	104	4	na
29955	660	noff	78	0	4	na
30015	60	non	78	102	4	na
30135	120	noff	78	0	4	na
30135	0	non	80	104	4	na
30255	120	noff	80	0	4	na
30255	0	non	81	108	4	na
30495	240	noff	81	0	4	na
30615	120	non	83	109	4	na
30975	360	noff	83	0	4	na
30975	0	non	81	111	4	na
31095	120	noff	81	0	4	na
31215	120	non	80	111	4	na
31395	180	noff	80	0	4	na
31575	180	non	77	107	4	na
31935	360	noff	77	0	4	na
31935	0	non	73	104	4	na
32055	120	noff	73	0	4	na
32055	0	non	78	97	4	na
32285	230	noff	78	0	4	na
32285	0	non	76	92	4	na
32305	20	noff	76	0	4	na
32415	110	non	71	88	4	na
32655	240	noff	71	0	4	na
32775	120	non	73	94	4	na
33015	240	noff	73	0	4	na
33135	120	non	76	95	4	na
33255	120	noff	76	0	4	na
33375	120	non	78	97	4	na
33615	240	noff	78	0	4	na
33735	120	non	81	99	4	na
34095	360	noff	81	0	4	na
34095	0	non	80	97	4	na
34215	120	noff	80	0	4	na
34225	10	non	73	93	4	na
34265	40	noff	73	0	4	na
34265	0	non	78	98	4	na
34385	120	noff	78	0	4	na
34385	0	non	80	99	4	na
34505	120	noff	80	0	4	na
34505	0	non	81	101	4	na
34745	240	noff	81	0	4	na
34865	120	non	83	104	4	na
35165	300	noff	83	0	4	na
35225	60	non	81	106	4	na
35345	120	noff	81	0	4	na
35465	120	non	80	103	4	na
35765	300	noff	80	0	4	na
35825	60	non	77	99	4	na
36125	300	noff	77	0	4	na
36185	60	non	73	90	4	na
36305	120	noff	73	0	4	na
36325	20	non	80	93	4	na
36355	30	noff	80	0	4	na
36355	0	non	81	97	4	na
36415	60	noff	81	0	4	na
36425	10	non	81	91	4	na
36555	130	noff	81	0	4	na
36675	120	non	73	90	4	na
36755	80	noff	73	0	4	na
36755	0	non	76	92	4	na
36795	40	noff	76	0	4	na
36795	0	non	78	97	4	na
36825	30	noff	78	0	4	na
36835	10	non	76	91	4	na
36855	20	noff	76	0	4	na
36865	10	non	71	89	4	na
36955	90	noff	71	0	4	na
37015	60	non	73	89	4	na
37315	300	noff	73	0	4	na
37375	60	non	76	94	4	na
37495	120	noff	76	0	4	na
37505	10	non	78	95	4	na
37525	20	noff	78	0	4	na
37585	60	non	81	97	4	na
37615	30	noff	81	0	4	na
37615	0	non	80	99	4	na
37635	20	noff	80	0	4	na
37645	10	non	78	97	4	na
37705	60	noff	78	0	4	na
37765	60	non	78	100	4	na
37885	120	noff	78	0	4	na
37885	0	non	80	101	4	na
38005	120	noff	80	0	4	na
38005	0	non	78	102	4	na
38025	20	noff	78	0	4	na
38025	0	non	80	105	4	na
38055	30	noff	80	0	4	na
38075	20	non	78	108	4	na
38095	20	noff	78	0	4	na
38115	20	non	77	103	4	na
38165	50	noff	77	0	4	na
38165	0	non	73	100	4	na
38195	30	noff	73	0	4	na
38235	40	non	69	97	4	na
38315	80	noff	69	0	4	na
38415	100	non	73	94	4	na
38525	110	noff	73	0	4	na
38525	0	non	76	64	4	na
39305	780	noff	76	0	4	na
39305	0	non	66	100	4	na
39359	54	noff	66	0	4	na
39359	0	non	68	107	4	na
39519	160	noff	68	0	4	na
39533	14	non	70	111	4	na
39760	227	noff	70	0	4	na
39760	0	non	68	108	4	na
39954	194	noff	68	0	4	na
39954	0	non	66	103	4	na
40194	240	noff	66	0	4	na
40194	0	non	65	98	4	na
40348	154	noff	65	0	4	na
40348	0	non	66	100	4	na
40515	167	noff	66	0	4	na
40515	0	non	75	105	4	na
40535	20	noff	75	0	4	na
40535	0	non	70	96	4	na
40682	147	noff	70	0	4	na
40702	20	non	63	95	4	na
40936	234	noff	63	0	4	na
40936	0	non	65	103	4	na
41176	240	noff	65	0	4	na
41176	0	non	66	104	4	na
41416	240	noff	66	0	4	na
41416	0	non	68	108	4	na
41536	120	noff	68	0	4	na
41536	0	non	66	106	4	na
41656	120	noff	66	0	4	na
41776	120	non	66	100	4	na
41896	120	noff	66	0	4	na
41896	0	non	65	97	4	na
42136	240	noff	65	0	4	na
42136	0	non	61	92	4	na
42296	160	noff	61	0	4	na
42296	0	non	58	89	4	na
42370	74	noff	58	0	4	na
42370	0	non	61	93	4	na
42377	7	noff	61	0	4	na
42377	0	non	58	88	4	na
42404	27	noff	58	0	4	na
42404	0	non	58	91	4	na
42411	7	noff	58	0	4	na
42411	0	non	65	87	4	na
42651	240	noff	65	0	4	na
42651	0	non	66	100	4	na
42891	240	noff	66	0	4	na
42891	0	non	73	107	4	na
42898	7	noff	73	0	4	na
42898	0	non	70	96	4	na
42932	34	noff	70	0	4	na
42932	0	non	66	87	4	na
42946	14	noff	66	0	4	na
42946	0	non	68	97	4	na
43013	67	noff	68	0	4	na
43013	0	non	70	105	4	na
43020	7	noff	70	0	4	na
43020	0	non	70	101	4	na
43040	20	noff	70	0	4	na
43040	0	non	75	108	4	na
43280	240	noff	75	0	4	na
43280	0	non	77	109	4	na
43287	7	noff	77	0	4	na
43287	0	non	78	109	4	na
43294	7	noff	78	0	4	na
43308	14	non	77	106	4	na
43388	80	noff	77	0	4	na
43388	0	non	73	94	4	na
43402	14	noff	73	0	4	na
43402	0	non	75	92	4	na
43522	120	noff	75	0	4	na
43642	120	non	75	91	4	na
43882	240	noff	75	0	4	na
43882	0	non	77	100	4	na
44122	240	noff	77	0	4	na
44122	0	non	78	104	4	na
44362	240	noff	78	0	4	na
44362	0	non	80	109	4	na
44482	120	noff	80	0	4	na
44482	0	non	78	106	4	na
44602	120	noff	78	0	4	na
44722	120	non	77	102	4	na
44842	120	noff	77	0	4	na
44842	0	non	73	98	4	na
45082	240	noff	73	0	4	na
45082	0	non	70	92	4	na
45322	240	noff	70	0	4	na
45322	0	non	68	89	4	na
45562	240	noff	68	0	4	na
45562	0	non	70	92	4	na
45622	60	noff	70	0	4	na
45622	0	non	75	96	4	na
45636	14	noff	75	0	4	na
58870	13234	non	61	99	4	na
58990	120	noff	61	0	4	na
58990	0	non	66	105	4	na
59110	120	noff	66	0	4	na
59110	0	non	69	106	4	na
59230	120	noff	69	0	4	na
59350	120	non	73	107	4	na
59470	120	noff	73	0	4	na
59590	120	non	69	102	4	na
59710	120	noff	69	0	4	na
59830	120	non	68	99	4	na
59950	120	noff	68	0	4	na
60070	120	non	69	96	4	na
60190	120	noff	69	0	4	na
60310	120	non	71	102	4	na
60550	240	noff	71	0	4	na
60550	0	non	73	105	4	na
60670	120	noff	73	0	4	na
60670	0	non	76	109	4	na
60790	120	noff	76	0	4	na
60790	0	non	78	107	4	na
61510	720	noff	78	0	4	na
61510	0	non	76	106	4	na
61630	120	noff	76	0	4	na
61750	120	non	71	97	4	na
62110	360	noff	71	0	4	na
62110	0	non	73	100	4	na
62470	360	noff	73	0	4	na
62470	0	non	76	106	4	na
62590	120	noff	76	0	4	na
62710	120	non	78	108	4	na
62950	240	noff	78	0	4	na
63070	120	non	81	109	4	na
63310	240	noff	81	0	4	na
63430	120	non	80	111	4	na
63670	240	noff	80	0	4	na
63670	0	non	73	100	4	na
63790	120	noff	73	0	4	na
63790	0	non	78	98	4	na
63910	120	noff	78	0	4	na
63910	0	non	80	100	4	na
64030	120	noff	80	0	4	na
64030	0	non	81	104	4	na
64210	180	noff	81	0	4	na
64390	180	non	83	106	4	na
64750	360	noff	83	0	4	na
64750	0	non	81	97	4	na
64870	120	noff	81	0	4	na
64990	120	non	80	106	4	na
65290	300	noff	80	0	4	na
65290	0	non	76	89	4	na
65350	60	noff	76	0	4	na
65350	0	non	77	100	4	na
65710	360	noff	77	0	4	na
65710	0	non	73	91	4	na
65830	120	noff	73	0	4	na
65840	10	non	80	96	4	na
65850	10	noff	80	0	4	na
65850	0	non	81	100	4	na
65870	20	noff	81	0	4	na
65870	0	non	81	100	4	na
66260	390	noff	81	0	4	na
66360	100	non	73	98	4	na
66480	120	noff	73	0	4	na
66480	0	non	76	99	4	na
66510	30	noff	76	0	4	na
66510	0	non	78	102	4	na
66580	70	noff	78	0	4	na
66580	0	non	76	95	4	na
66690	110	noff	76	0	4	na
66730	40	non	71	93	4	na
67040	310	noff	71	0	4	na
67040	0	non	73	100	4	na
67400	360	noff	73	0	4	na
67400	0	non	76	104	4	na
67520	120	noff	76	0	4	na
67640	120	non	78	107	4	na
67880	240	noff	78	0	4	na
68000	120	non	81	109	4	na
68240	240	noff	81	0	4	na
68360	120	non	80	109	4	na
68480	120	noff	80	0	4	na
68600	120	non	78	104	4	na
69260	660	noff	78	0	4	na
69320	60	non	78	102	4	na
69440	120	noff	78	0	4	na
69440	0	non	80	104	4	na
69560	120	noff	80	0	4	na
69560	0	non	81	108	4	na
69800	240	noff	81	0	4	na
69920	120	non	83	109	4	na
70280	360	noff	83	0	4	na
70280	0	non	81	111	4	na
70400	120	noff	81	0	4	na
70520	120	non	80	111	4	na
70700	180	noff	80	0	4	na
70880	180	non	77	107	4	na
71240	360	noff	77	0	4	na
71240	0	non	73	104	4	na
71360	120	noff	73	0	4	na
71360	0	non	78	97	4	na
71590	230	noff	78	0	4	na
71590	0	non	76	92	4	na
71610	20	noff	76	0	4	na
71720	110	non	71	88	4	na
71960	240	noff	71	0	4	na
72080	120	non	73	94	4	na
72320	240	noff	73	0	4	na
72440	120	non	76	95	4	na
72560	120	noff	76	0	4	na
72680	120	non	78	97	4	na
72920	240	noff	78	0	4	na
73040	120	non	81	99	4	na
73400	360	noff	81	0	4	na
73400	0	non	80	97	4	na
73520	120	noff	80	0	4	na
73530	10	non	73	93	4	na
73570	40	noff	73	0	4	na
73570	0	non	78	98	4	na
73690	120	noff	78	0	4	na
73690	0	non	80	99	4	na
73810	120	noff	80	0	4	na
73810	0	non	81	101	4	na
74050	240	noff	81	0	4	na
74170	120	non	83	104	4	na
74470	300	noff	83	0	4	na
74530	60	non	81	106	4	na
74650	120	noff	81	0	4	na
74770	120	non	80	103	4	na
75070	300	noff	80	0	4	na
75130	60	non	77	99	4	na
75430	300	noff	77	0	4	na
75490	60	non	73	90	4	na
75610	120	noff	73	0	4	na
75630	20	non	80	93	4	na
75660	30	noff	80	0	4	na
75660	0	non	81	97	4	na
75720	60	noff	81	0	4	na
75730	10	non	81	91	4	na
75860	130	noff	81	0	4	na
75980	120	non	73	90	4	na
76060	80	noff	73	0	4	na
76060	0	non	76	92	4	na
76100	40	noff	76	0	4	na
76100	0	non	78	97	4	na
76130	30	noff	78	0	4	na
76140	10	non	76	91	4	na
76160	20	noff	76	0	4	na
76170	10	non	71	89	4	na
76260	90	noff	71	0	4	na
76320	60	non	73	89	4	na
76620	300	noff	73	0	4	na
76680	60	non	76	94	4	na
76800	120	noff	76	0	4	na
76810	10	non	78	95	4	na
76830	20	noff	78	0	4	na
76890	60	non	81	97	4	na
76920	30	noff	81	0	4	na
76920	0	non	80	99	4	na
76940	20	noff	80	0	4	na
76950	10	non	78	97	4	na
77010	60	noff	78	0	4	na
77070	60	non	78	100	4	na
77190	120	noff	78	0	4	na
77190	0	non	80	101	4	na
77310	120	noff	80	0	4	na
77310	0	non	78	102	4	na
77330	20	noff	78	0	4	na
77330	0	non	80	105	4	na
77360	30	noff	80	0	4	na
77380	20	non	78	108	4	na
77400	20	noff	78	0	4	na
77420	20	non	77	103	4	na
77470	50	noff	77	0	4	na
77470	0	non	73	100	4	na
77500	30	noff	73	0	4	na
77540	40	non	69	97	4	na
77620	80	noff	69	0	4	na
77720	100	non	73	94	4	na
77810	90	noff	73	0	4	na
cumTime	delTime	event	pitch	vel	chan	value
0	0	non	63	100	5	na
7	7	noff	63	0	5	na
7	0	non	65	104	5	na
301	294	noff	65	0	5	na
308	7	non	66	105	5	na
315	7	noff	66	0	5	na
315	0	non	65	100	5	na
329	14	noff	65	0	5	na
329	0	non	63	96	5	na
569	240	noff	63	0	5	na
569	0	non	61	91	5	na
929	360	noff	61	0	5	na
929	0	non	63	94	5	na
1289	360	noff	63	0	5	na
1289	0	non	70	91	5	na
1336	47	noff	70	0	5	na
1336	0	non	63	89	5	na
1350	14	noff	63	0	5	na
1470	120	non	63	93	5	na
1710	240	noff	63	0	5	na
1710	0	non	61	92	5	na
1950	240	noff	61	0	5	na
1950	0	non	63	88	5	na
2190	240	noff	63	0	5	na
2190	0	non	65	90	5	na
2310	120	noff	65	0	5	na
2310	0	non	63	91	5	na
2430	120	noff	63	0	5	na
2550	120	non	63	94	5	na
2670	120	noff	63	0	5	na
2670	0	non	61	90	5	na
2910	240	noff	61	0	5	na
2910	0	non	61	87	5	na
3150	240	noff	61	0	5	na
3150	0	non	53	85	5	na
3270	120	noff	53	0	5	na
3270	0	non	54	90	5	na
3390	120	noff	54	0	5	na
3390	0	non	61	93	5	na
3510	120	noff	61	0	5	na
3510	0	non	63	98	5	na
3630	120	noff	63	0	5	na
3630	0	non	53	83	5	na
3750	120	noff	53	0	5	na
3750	0	non	54	89	5	na
3870	120	noff	54	0	5	na
3870	0	non	65	98	5	na
3990	120	noff	65	0	5	na
3990	0	non	63	97	5	na
4110	120	noff	63	0	5	na
4110	0	non	61	92	5	na
4350	240	noff	61	0	5	na
4350	0	non	63	95	5	na
4590	240	noff	63	0	5	na
4590	0	non	65	97	5	na
4624	34	noff	65	0	5	na
4624	0	non	66	100	5	na
4671	47	noff	66	0	5	na
4671	0	non	63	88	5	na
4911	240	noff	63	0	5	na
4911	0	non	65	92	5	na
4938	27	noff	65	0	5	na
4938	0	non	66	96	5	na
5205	267	noff	66	0	5	na
5212	7	non	66	93	5	na
5319	107	noff	66	0	5	na
5319	0	non	75	106	5	na
5326	7	noff	75	0	5	na
5326	0	non	73	100	5	na
5346	20	noff	73	0	5	na
5346	0	non	75	103	5	na
5426	80	noff	75	0	5	na
5486	60	non	73	99	5	na
5513	27	noff	73	0	5	na
5513	0	non	68	91	5	na
5640	127	noff	68	0	5	na
5640	0	non	70	93	5	na
6000	360	noff	70	0	5	na
6120	120	non	70	87	5	na
6360	240	noff	70	0	5	na
6360	0	non	73	91	5	na
6600	240	noff	73	0	5	na
6600	0	non	75	94	5	na
6840	240	noff	75	0	5	na
6840	0	non	77	98	5	na
6960	120	noff	77	0	5	na
6960	0	non	75	95	5	na
7080	120	noff	75	0	5	na
7087	7	non	73	90	5	na
7107	20	noff	73	0	5	na
7107	0	non	70	89	5	na
7114	7	noff	70	0	5	na
7114	0	non	70	85	5	na
7174	60	noff	70	0	5	na
7174	0	non	68	84	5	na
7401	227	noff	68	0	5	na
7401	0	non	70	81	5	na
7415	14	noff	70	0	5	na
7415	0	non	70	89	5	na
7422	7	noff	70	0	5	na
20596	13174	non	61	91	5	na
20716	120	noff	61	0	5	na
20716	0	non	66	95	5	na
20836	120	noff	66	0	5	na
20836	0	non	66	98	5	na
20956	120	noff	66	0	5	na
21076	120	non	69	100	5	na
21196	120	noff	69	0	5	na
21316	120	non	66	94	5	na
21436	120	noff	66	0	5	na
21556	120	non	64	86	5	na
21676	120	noff	64	0	5	na
21796	120	non	66	90	5	na
21916	120	noff	66	0	5	na
22036	120	non	68	93	5	na
22056	20	noff	68	0	5	na
22056	0	non	73	96	5	na
22096	40	noff	73	0	5	na
22096	0	non	76	102	5	na
22106	10	noff	76	0	5	na
22106	0	non	78	104	5	na
22126	20	noff	78	0	5	na
22196	70	non	76	96	5	na
22316	120	noff	76	0	5	na
22316	0	non	71	96	5	na
22446	130	noff	71	0	5	na
22446	0	non	73	98	5	na
22686	240	noff	73	0	5	na
22746	60	non	76	103	5	na
22866	120	noff	76	0	5	na
22876	10	non	78	109	5	na
23116	240	noff	78	0	5	na
23236	120	non	81	107	5	na
23266	30	noff	81	0	5	na
23266	0	non	80	107	5	na
23286	20	noff	80	0	5	na
23286	0	non	73	105	5	na
23576	290	noff	73	0	5	na
23696	120	non	78	99	5	na
23816	120	noff	78	0	5	na
23816	0	non	80	101	5	na
23936	120	noff	80	0	5	na
23936	0	non	81	101	5	na
24056	120	noff	81	0	5	na
24066	10	non	81	81	5	na
24076	10	noff	81	0	5	na
24076	0	non	83	104	5	na
24096	20	noff	83	0	5	na
24096	0	non	81	102	5	na
24146	50	noff	81	0	5	na
24146	0	non	80	102	5	na
24276	130	noff	80	0	5	na
24276	0	non	77	99	5	na
24356	80	noff	77	0	5	na
24416	60	non	73	89	5	na
24436	20	noff	73	0	5	na
24466	30	non	80	97	5	na
24476	10	noff	80	0	5	na
24486	10	non	81	91	5	na
24506	20	noff	81	0	5	na
24516	10	non	81	96	5	na
24526	10	noff	81	0	5	na
24526	0	non	73	96	5	na
24556	30	noff	73	0	5	na
24556	0	non	76	96	5	na
24566	10	noff	76	0	5	na
24566	0	non	78	100	5	na
24586	20	noff	78	0	5	na
24586	0	non	76	97	5	na
24646	60	noff	76	0	5	na
24646	0	non	70	94	5	na
24676	30	noff	70	0	5	na
24676	0	non	71	92	5	na
24726	50	noff	71	0	5	na
24726	0	non	73	82	5	na
24746	20	noff	73	0	5	na
24866	120	non	76	91	5	na
24986	120	noff	76	0	5	na
25106	120	non	78	94	5	na
25346	240	noff	78	0	5	na
25466	120	non	81	102	5	na
25706	240	noff	81	0	5	na
25826	120	non	80	98	5	na
26006	180	noff	80	0	5	na
26006	0	non	78	94	5	na
26016	10	noff	78	0	5	na
26016	0	non	78	91	5	na
26056	40	noff	78	0	5	na
26056	0	non	80	92	5	na
26066	10	noff	80	0	5	na
26066	0	non	81	94	5	na
26296	230	noff	81	0	5	na
26416	120	non	83	100	5	na
26656	240	noff	83	0	5	na
26776	120	non	81	104	5	na
26896	120	noff	81	0	5	na
27016	120	non	80	101	5	na
27256	240	noff	80	0	5	na
27376	120	non	77	94	5	na
27736	360	noff	77	0	5	na
27736	0	non	73	88	5	na
27856	120	noff	73	0	5	na
27856	0	non	78	92	5	na
27876	20	noff	78	0	5	na
27876	0	non	76	87	5	na
27906	30	noff	76	0	5	na
27916	10	non	70	78	5	na
27946	30	noff	70	0	5	na
27946	0	non	71	78	5	na
28096	150	noff	71	0	5	na
28216	120	non	73	86	5	na
28456	240	noff	73	0	5	na
28576	120	non	76	93	5	na
28696	120	noff	76	0	5	na
28816	120	non	78	96	5	na
29056	240	noff	78	0	5	na
29056	0	non	81	100	5	na
29086	30	noff	81	0	5	na
29166	80	non	80	99	5	na
29266	100	noff	80	0	5	na
29266	0	non	73	86	5	na
29716	450	noff	73	0	5	na
29776	60	non	78	91	5	na
29896	120	noff	78	0	5	na
29896	0	non	80	95	5	na
30016	120	noff	80	0	5	na
30016	0	non	81	99	5	na
30196	180	noff	81	0	5	na
30376	180	non	83	102	5	na
30676	300	noff	83	0	5	na
30736	60	non	81	102	5	na
30856	120	noff	81	0	5	na
30976	120	non	80	97	5	na
31276	300	noff	80	0	5	na
31336	60	non	77	95	5	na
31636	300	noff	77	0	5	na
31696	60	non	73	93	5	na
31876	180	noff	73	0	5	na
31896	20	non	80	93	5	na
31936	40	noff	80	0	5	na
31936	0	non	81	86	5	na
31946	10	noff	81	0	5	na
31966	20	non	81	100	5	na
32096	130	noff	81	0	5	na
32186	90	non	73	92	5	na
32256	70	noff	73	0	5	na
32256	0	non	76	94	5	na
32376	120	noff	76	0	5	na
32376	0	non	78	97	5	na
32436	60	noff	78	0	5	na
32446	10	non	76	92	5	na
32486	40	noff	76	0	5	na
32486	0	non	71	86	5	na
32716	230	noff	71	0	5	na
32776	60	non	73	88	5	na
33076	300	noff	73	0	5	na
33136	60	non	76	91	5	na
33256	120	noff	76	0	5	na
33346	90	non	78	94	5	na
33356	10	noff	78	0	5	na
33376	20	non	81	100	5	na
33446	70	noff	81	0	5	na
33506	60	non	80	99	5	na
33686	180	noff	80	0	5	na
33686	0	non	78	94	5	na
33946	260	noff	78	0	5	na
34006	60	non	78	99	5	na
34016	10	noff	78	0	5	na
34016	0	non	80	101	5	na
34026	10	noff	80	0	5	na
34026	0	non	81	105	5	na
34036	10	noff	81	0	5	na
34096	60	non	83	104	5	na
34106	10	noff	83	0	5	na
34106	0	non	81	103	5	na
34136	30	noff	81	0	5	na
34186	50	non	80	101	5	na
34206	20	noff	80	0	5	na
34236	30	non	77	98	5	na
34446	210	noff	77	0	5	na
34566	120	non	73	93	5	na
34686	120	noff	73	0	5	na
34706	20	non	78	96	5	na
34716	10	noff	78	0	5	na
34716	0	non	73	87	5	na
34726	10	noff	73	0	5	na
34726	0	non	64	83	5	na
34746	20	noff	64	0	5	na
34746	0	non	66	80	5	na
34996	250	noff	66	0	5	na
35086	90	non	66	85	5	na
35386	300	noff	66	0	5	na
35446	60	non	68	91	5	na
35746	300	noff	68	0	5	na
35806	60	non	69	97	5	na
35926	120	noff	69	0	5	na
36046	120	non	71	100	5	na
36126	80	noff	71	0	5	na
36126	0	non	68	88	5	na
36216	90	noff	68	0	5	na
36216	0	non	69	95	5	na
36516	300	noff	69	0	5	na
36576	60	non	68	92	5	na
36876	300	noff	68	0	5	na
36996	120	non	64	83	5	na
37116	120	noff	64	0	5	na
37176	60	non	61	82	5	na
37726	550	noff	61	0	5	na
37726	0	non	63	100	5	na
37733	7	noff	63	0	5	na
37733	0	non	65	104	5	na
38027	294	noff	65	0	5	na
38034	7	non	66	105	5	na
38041	7	noff	66	0	5	na
38041	0	non	65	100	5	na
38055	14	noff	65	0	5	na
38055	0	non	63	96	5	na
38295	240	noff	63	0	5	na
38295	0	non	61	91	5	na
38655	360	noff	61	0	5	na
38655	0	non	63	94	5	na
39015	360	noff	63	0	5	na
39015	0	non	70	91	5	na
39062	47	noff	70	0	5	na
39062	0	non	63	89	5	na
39076	14	noff	63	0	5	na
39196	120	non	63	93	5	na
39436	240	noff	63	0	5	na
39436	0	non	61	92	5	na
39676	240	noff	61	0	5	na
39676	0	non	63	88	5	na
39916	240	noff	63	0	5	na
39916	0	non	65	90	5	na
40036	120	noff	65	0	5	na
40036	0	non	63	91	5	na
40156	120	noff	63	0	5	na
40276	120	non	63	94	5	na
40396	120	noff	63	0	5	na
40396	0	non	61	90	5	na
40636	240	noff	61	0	5	na
40636	0	non	61	87	5	na
40876	240	noff	61	0	5	na
40876	0	non	53	85	5	na
40996	120	noff	53	0	5	na
40996	0	non	54	90	5	na
41116	120	noff	54	0	5	na
41116	0	non	61	93	5	na
41236	120	noff	61	0	5	na
41236	0	non	63	98	5	na
41356	120	noff	63	0	5	na
41356	0	non	53	83	5	na
41476	120	noff	53	0	5	na
41476	0	non	54	89	5	na
41596	120	noff	54	0	5	na
41596	0	non	65	98	5	na
41716	120	noff	65	0	5	na
41716	0	non	63	97	5	na
41836	120	noff	63	0	5	na
41836	0	non	61	92	5	na
42076	240	noff	61	0	5	na
42076	0	non	63	95	5	na
42316	240	noff	63	0	5	na
42316	0	non	65	97	5	na
42350	34	noff	65	0	5	na
42350	0	non	66	100	5	na
42397	47	noff	66	0	5	na
42397	0	non	63	88	5	na
42637	240	noff	63	0	5	na
42637	0	non	65	92	5	na
42664	27	noff	65	0	5	na
42664	0	non	66	96	5	na
42931	267	noff	66	0	5	na
